SEASON,DATE,YEAR,MONTH,DAY,PLAYER,MATCH,TEAM,OPPONENT,EFF,PTS,FT_M,FT_A,FT_PCT,2FG_M,2FG_A,2FG_PCT,3FG_M,3FG_A,3FG_PCT,AST,STL,BLK,REB_TOT,REB_OFF,REB_DEF,TO,FLS
2024-25,2025-06-04,2025,6,4,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,3,0,0,0,0.0,0,2,0.0,0,0,0.0,1,1,0,5,2,3,2,4
2024-25,2025-06-11,2025,6,11,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,5,8,3,5,60.0,1,9,11.11,1,4,25.0,2,3,0,6,2,4,1,2
2024-25,2025-06-11,2025,6,11,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,18,9,1,2,50.0,4,6,66.67,0,1,0.0,1,3,0,11,5,6,2,4
2024-25,2025-06-23,2025,6,23,Konstantinos Ntounis,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,17,11,0,0,0.0,4,4,100.0,1,1,100.0,2,2,1,2,0,2,1,3
2024-25,2025-06-23,2025,6,23,Konstantinos Ntounis,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,5,4,0,0,0.0,2,3,66.67,0,0,0.0,1,2,0,1,0,1,2,1
2024-25,2025-06-26,2025,6,26,Konstantinos Ntounis,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,10,14,2,7,28.57,6,13,46.15,0,1,0.0,1,3,0,6,3,3,1,3
2024-25,2025-06-26,2025,6,26,Konstantinos Ntounis,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,3,0,0,0,0.0,0,2,0.0,0,0,0.0,0,1,0,4,3,1,0,4
2025-26,2025-09-18,2025,9,18,Konstantinos Ntounis,El Maestro - Clicka BC,El Maestro,Clicka BC,16,14,1,2,50.0,5,8,62.5,1,3,33.33,2,5,0,4,1,3,3,1
2025-26,2025-09-18,2025,9,18,Konstantinos Ntounis,El Maestro - Clicka BC,El Maestro,Clicka BC,3,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,4,1,3,0,1
2025-26,2025-09-24,2025,9,24,Konstantinos Ntounis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,26,15,1,2,50.0,7,11,63.64,0,1,0.0,3,6,0,10,3,7,2,1
2025-26,2025-09-30,2025,9,30,Konstantinos Ntounis,Αεροδρομιακος - El Maestro,El Maestro,Aerodromiakos,8,8,0,0,0.0,4,11,36.36,0,1,0.0,3,1,0,6,2,4,2,1
2025-26,2025-10-06,2025,10,6,Konstantinos Ntounis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,18,22,7,10,70.0,6,11,54.55,1,5,20.0,4,4,0,4,1,3,4,3
2025-26,2025-10-06,2025,10,6,Konstantinos Ntounis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,4,0,0,0,0.0,0,1,0.0,0,0,0.0,1,1,1,4,1,3,2,3
2025-26,2025-10-13,2025,10,13,Konstantinos Ntounis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,21,17,1,2,50.0,8,15,53.33,0,1,0.0,2,2,1,10,2,8,2,2
2025-26,2025-10-13,2025,10,13,Konstantinos Ntounis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,1,0,3,1,2,1,0
2025-26,2025-10-21,2025,10,21,Konstantinos Ntounis,South Rebels - El Maestro,El Maestro,South Rebels,15,11,1,2,50.0,5,10,50.0,0,1,0.0,1,6,0,5,2,3,1,3
2025-26,2025-11-03,2025,11,3,Konstantinos Ntounis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,22,23,3,3,100.0,10,23,43.48,0,2,0.0,4,7,1,6,2,4,4,3
2025-26,2025-11-14,2025,11,14,Konstantinos Ntounis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,26,24,1,3,33.33,10,15,66.67,1,2,50.0,2,6,0,8,2,6,6,3
2025-26,2025-11-20,2025,11,20,Konstantinos Ntounis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,15,10,3,3,100.0,2,5,40.0,1,2,50.0,4,2,0,4,1,3,1,3
2025-26,2025-11-20,2025,11,20,Konstantinos Ntounis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0,2,1,1,0,3
2025-26,2025-11-25,2025,11,25,Konstantinos Ntounis,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,7,12,0,2,0.0,6,12,50.0,0,2,0.0,1,3,0,4,1,3,3,3
2025-26,2025-11-25,2025,11,25,Konstantinos Ntounis,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,1,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,3,2,1,0,1
2025-26,2025-12-08,2025,12,8,Konstantinos Ntounis,El Maestro - Proteas Dads,El Maestro,Proteas Dads,5,8,0,0,0.0,4,10,40.0,0,0,0.0,0,2,0,2,1,1,1,2
2025-26,2025-12-15,2025,12,15,Konstantinos Ntounis,Clicka BC - El Maestro,El Maestro,Clicka BC,2,7,3,6,50.0,2,5,40.0,0,1,0.0,2,1,0,0,0,0,1,2
2025-26,2026-02-26,2026,2,26,Konstantinos Ntounis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,9,4,0,0,0.0,2,6,33.33,0,0,0.0,3,1,0,8,0,8,3,2
2025-26,2026-02-26,2026,2,26,Konstantinos Ntounis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,6,4,0,0,0.0,2,5,40.0,0,0,0.0,0,1,0,5,1,4,1,2
2024-25,2024-10-01,2024,10,1,Kostas Sideris,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,-1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0
2024-25,2024-10-29,2024,10,29,Kostas Sideris,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,4,2,0,0,0.0,1,1,100.0,0,0,0.0,0,1,0,2,1,1,1,3
2024-25,2024-11-04,2024,11,4,Kostas Sideris,El Maestro - Slow Motion,El Maestro,Slow Motion,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,3,1,2,3,2
2024-25,2024-11-12,2024,11,12,Kostas Sideris,Heart Brokers - El Maestro,El Maestro,Heart Brokers,4,2,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0,4,2,2,2,2
2024-25,2024-11-22,2024,11,22,Kostas Sideris,El Maestro - South Rebels,El Maestro,South Rebels,1,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,5,2,3,1,1
2024-25,2024-11-25,2024,11,25,Kostas Sideris,El Maestro - Beertouozoi,El Maestro,Beertouozoi,6,0,0,0,0.0,0,1,0.0,0,0,0.0,0,4,0,3,0,3,0,3
2024-25,2024-12-04,2024,12,4,Kostas Sideris,Saronics BC - El Maestro,El Maestro,Saronics BC,15,7,1,2,50.0,3,4,75.0,0,0,0.0,1,2,0,8,4,4,1,3
2024-25,2025-02-25,2025,2,25,Kostas Sideris,El Maestro - Heart Brokers,El Maestro,Heart Brokers,3,0,0,0,0.0,0,1,0.0,0,1,0.0,2,1,0,4,1,3,2,2
2024-25,2025-03-06,2025,3,6,Kostas Sideris,Saronics BC - El Maestro,El Maestro,Saronics BC,11,2,0,0,0.0,1,1,100.0,0,0,0.0,2,3,0,4,0,4,0,2
2024-25,2025-03-10,2025,3,10,Kostas Sideris,El Maestro - Voula Vikings,El Maestro,Voula Vikings,5,4,0,1,0.0,2,4,50.0,0,1,0.0,1,1,0,5,2,3,2,2
2024-25,2025-03-26,2025,3,26,Kostas Sideris,Beertouozoi - El Maestro,El Maestro,Beertouozoi,7,2,0,0,0.0,1,2,50.0,0,0,0.0,0,1,0,5,2,3,0,3
2024-25,2025-03-31,2025,3,31,Kostas Sideris,South Rebels - El Maestro,El Maestro,South Rebels,-3,0,0,0,0.0,0,3,0.0,0,2,0.0,0,0,1,2,2,0,1,3
2024-25,2025-04-24,2025,4,24,Kostas Sideris,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,0,4,0,0,0.0,2,3,66.67,0,0,0.0,0,0,0,0,0,0,3,2
2024-25,2025-04-28,2025,4,28,Kostas Sideris,1Support - El Maestro,El Maestro,1Support,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,1
2024-25,2025-05-09,2025,5,9,Kostas Sideris,El Maestro - Clicka BC,El Maestro,Clicka BC,-2,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2024-25,2025-05-11,2025,5,11,Kostas Sideris,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,-1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2024-25,2025-05-15,2025,5,15,Kostas Sideris,El Maestro - Slow Motion,El Maestro,Slow Motion,4,2,0,1,0.0,1,2,50.0,0,0,0.0,1,1,0,4,1,3,2,2
2024-25,2025-05-22,2025,5,22,Kostas Sideris,El Maestro - Basketopateres,El Maestro,Basketopateres,12,6,0,0,0.0,3,6,50.0,0,0,0.0,1,0,0,9,3,6,1,1
2024-25,2025-06-04,2025,6,4,Kostas Sideris,El Maestro - Slow Motion,El Maestro,Slow Motion,5,4,0,2,0.0,2,5,40.0,0,0,0.0,0,1,0,6,3,3,1,1
2024-25,2025-06-11,2025,6,11,Kostas Sideris,El Maestro - Slow Motion,El Maestro,Slow Motion,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,5,1,4,4,2
2024-25,2025-06-23,2025,6,23,Kostas Sideris,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,7,2,0,0,0.0,1,1,100.0,0,1,0.0,1,3,0,4,1,3,2,2
2024-25,2025-06-26,2025,6,26,Kostas Sideris,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,3,2,2,4,50.0,0,0,0.0,0,0,0.0,0,0,0,3,1,2,0,3
2025-26,2025-09-18,2025,9,18,Kostas Sideris,El Maestro - Clicka BC,El Maestro,Clicka BC,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,3
2025-26,2025-09-24,2025,9,24,Kostas Sideris,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0
2025-26,2025-10-06,2025,10,6,Kostas Sideris,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,3
2025-26,2026-01-23,2026,1,23,Kostas Sideris,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,3,2,0,2,0.0,1,1,100.0,0,0,0.0,0,0,0,3,2,1,0,1
2025-26,2026-01-27,2026,1,27,Kostas Sideris,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3
2025-26,2026-02-26,2026,2,26,Kostas Sideris,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,1,0,0,0,0.0,0,3,0.0,0,0,0.0,0,3,0,3,2,1,2,2
2025-26,2025-09-18,2025,9,18,Michail Oikonomou,El Maestro - Clicka BC,El Maestro,Clicka BC,6,9,0,0,0.0,0,2,0.0,3,11,27.27,1,2,0,5,1,4,1,4
2025-26,2025-09-24,2025,9,24,Michail Oikonomou,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,11,18,1,2,50.0,1,1,100.0,5,16,31.25,1,3,0,2,0,2,1,2
2025-26,2025-09-30,2025,9,30,Michail Oikonomou,Αεροδρομιακος - El Maestro,El Maestro,Aerodromiakos,5,5,0,0,0.0,1,1,100.0,1,6,16.67,2,2,0,2,2,0,1,4
2025-26,2025-10-06,2025,10,6,Michail Oikonomou,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,9,18,3,3,100.0,0,4,0.0,5,12,41.67,1,0,0,2,2,0,1,4
2025-26,2025-10-13,2025,10,13,Michail Oikonomou,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,17,16,2,2,100.0,1,1,100.0,4,11,36.36,4,0,0,7,0,7,3,3
2025-26,2025-11-14,2025,11,14,Michail Oikonomou,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,-3,5,0,0,0.0,1,2,50.0,1,9,11.11,0,0,0,3,0,3,2,1
2025-26,2025-11-20,2025,11,20,Michail Oikonomou,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,7,11,0,0,0.0,1,2,50.0,3,8,37.5,1,0,0,1,0,1,0,2
2025-26,2025-11-25,2025,11,25,Michail Oikonomou,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,-1,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0
2025-26,2025-12-08,2025,12,8,Michail Oikonomou,El Maestro - Proteas Dads,El Maestro,Proteas Dads,9,19,1,3,33.33,0,1,0.0,6,16,37.5,1,2,0,1,0,1,1,3
2025-26,2025-12-15,2025,12,15,Michail Oikonomou,Clicka BC - El Maestro,El Maestro,Clicka BC,4,12,0,0,0.0,0,1,0.0,4,11,36.36,0,0,0,3,0,3,3,4
2025-26,2026-01-09,2026,1,9,Michail Oikonomou,Unleash the clowns - El Maestro,El Maestro,Unleash The Clowns,1,3,0,0,0.0,0,1,0.0,1,9,11.11,3,2,0,4,2,2,2,3
2025-26,2026-01-12,2026,1,12,Michail Oikonomou,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,4,6,0,0,0.0,0,0,0.0,2,8,25.0,1,1,1,1,0,1,0,4
2025-26,2026-01-23,2026,1,23,Michail Oikonomou,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,11,15,1,2,50.0,1,2,50.0,4,15,26.67,2,4,0,5,2,3,2,2
2025-26,2026-01-27,2026,1,27,Michail Oikonomou,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,4,2,2,2,100.0,0,1,0.0,0,4,0.0,3,1,0,3,0,3,0,4
2025-26,2026-02-03,2026,2,3,Michail Oikonomou,South Rebels - El Maestro,El Maestro,South Rebels,-3,3,0,0,0.0,0,1,0.0,1,10,10.0,2,1,0,2,0,2,1,5
2025-26,2026-02-10,2026,2,10,Michail Oikonomou,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,7,12,0,0,0.0,0,2,0.0,4,15,26.67,3,1,0,6,1,5,2,1
2025-26,2026-02-26,2026,2,26,Michail Oikonomou,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,-2,2,2,2,100.0,0,1,0.0,0,11,0.0,3,1,0,5,1,4,1,0
2024-25,2024-10-01,2024,10,1,Panagiotis Fakinos,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,-3,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0,1,1,0,2,1
2024-25,2024-11-04,2024,11,4,Panagiotis Fakinos,El Maestro - Slow Motion,El Maestro,Slow Motion,3,0,0,0,0.0,0,0,0.0,0,1,0.0,0,1,0,4,0,4,1,4
2024-25,2024-12-20,2024,12,20,Panagiotis Fakinos,El Maestro - Nos,El Maestro,Nos Fathers,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,1,1,0,2,4
2024-25,2025-01-29,2025,1,29,Panagiotis Fakinos,El Maestro - 1Support,El Maestro,1Support,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0
2024-25,2025-03-31,2025,3,31,Panagiotis Fakinos,South Rebels - El Maestro,El Maestro,South Rebels,1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,1,0,0
2024-25,2025-05-22,2025,5,22,Panagiotis Fakinos,El Maestro - Basketopateres,El Maestro,Basketopateres,1,3,1,2,50.0,1,3,33.33,0,3,0.0,1,0,0,4,1,3,1,1
2024-25,2025-06-04,2025,6,4,Panagiotis Fakinos,El Maestro - Slow Motion,El Maestro,Slow Motion,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,2,1,1,0,2
2024-25,2024-10-01,2024,10,1,Sokratis Selenis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,-1,0,0,0,0.0,0,0,0.0,0,1,0.0,0,1,0,1,1,0,2,3
2024-25,2024-10-29,2024,10,29,Sokratis Selenis,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,6,3,0,0,0.0,0,1,0.0,1,6,16.67,0,1,0,9,3,6,1,0
2024-25,2024-11-04,2024,11,4,Sokratis Selenis,El Maestro - Slow Motion,El Maestro,Slow Motion,5,6,0,0,0.0,0,0,0.0,2,7,28.57,0,3,0,1,0,1,0,2
2024-25,2024-11-12,2024,11,12,Sokratis Selenis,Heart Brokers - El Maestro,El Maestro,Heart Brokers,-1,2,0,2,0.0,1,1,100.0,0,5,0.0,0,1,0,4,1,3,1,5
2024-25,2024-11-22,2024,11,22,Sokratis Selenis,El Maestro - South Rebels,El Maestro,South Rebels,-1,0,0,0,0.0,0,0,0.0,0,4,0.0,1,0,0,3,0,3,1,0
2024-25,2024-12-04,2024,12,4,Sokratis Selenis,Saronics BC - El Maestro,El Maestro,Saronics BC,4,4,2,3,66.67,1,1,100.0,0,2,0.0,0,0,0,5,0,5,2,3
2024-25,2024-12-12,2024,12,12,Sokratis Selenis,Basketopateres - El Maestro,El Maestro,Basketopateres,8,6,0,0,0.0,0,0,0.0,2,7,28.57,1,0,0,6,1,5,0,3
2024-25,2024-12-20,2024,12,20,Sokratis Selenis,El Maestro - Nos,El Maestro,Nos Fathers,13,8,0,0,0.0,1,3,33.33,2,6,33.33,1,1,0,12,3,9,3,1
2024-25,2025-01-20,2025,1,20,Sokratis Selenis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,-6,0,0,2,0.0,0,3,0.0,0,5,0.0,0,1,0,3,2,1,0,1
2024-25,2025-01-29,2025,1,29,Sokratis Selenis,El Maestro - 1Support,El Maestro,1Support,12,8,0,0,0.0,1,2,50.0,2,3,66.67,0,1,0,5,1,4,0,2
2024-25,2025-02-12,2025,2,12,Sokratis Selenis,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,2,2,0,0,0.0,1,2,50.0,0,2,0.0,0,2,0,2,0,2,1,3
2024-25,2025-02-18,2025,2,18,Sokratis Selenis,Voula Vikings - El Maestro,El Maestro,Voula Vikings,-3,0,0,0,0.0,0,0,0.0,0,5,0.0,0,0,0,2,0,2,0,2
2024-25,2025-03-06,2025,3,6,Sokratis Selenis,Saronics BC - El Maestro,El Maestro,Saronics BC,6,6,0,0,0.0,0,1,0.0,2,5,40.0,0,0,0,6,2,4,2,1
2024-25,2025-03-10,2025,3,10,Sokratis Selenis,El Maestro - Voula Vikings,El Maestro,Voula Vikings,-1,0,0,0,0.0,0,5,0.0,0,7,0.0,0,1,0,10,5,5,0,3
2024-25,2025-03-26,2025,3,26,Sokratis Selenis,Beertouozoi - El Maestro,El Maestro,Beertouozoi,8,3,0,0,0.0,0,2,0.0,1,5,20.0,0,2,0,10,5,5,1,1
2024-25,2025-03-31,2025,3,31,Sokratis Selenis,South Rebels - El Maestro,El Maestro,South Rebels,5,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,9,1,8,2,1
2024-25,2025-04-10,2025,4,10,Sokratis Selenis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,4,5,0,0,0.0,1,2,50.0,1,8,12.5,3,1,0,3,1,2,0,0
2024-25,2025-04-24,2025,4,24,Sokratis Selenis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,3,4,0,0,0.0,2,2,100.0,0,7,0.0,0,0,0,7,1,6,1,1
2024-25,2025-04-28,2025,4,28,Sokratis Selenis,1Support - El Maestro,El Maestro,1Support,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,2,0,2,1,1
2024-25,2025-05-09,2025,5,9,Sokratis Selenis,El Maestro - Clicka BC,El Maestro,Clicka BC,-1,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,1,1,0,0,1
2024-25,2025-05-11,2025,5,11,Sokratis Selenis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0
2024-25,2025-05-22,2025,5,22,Sokratis Selenis,El Maestro - Basketopateres,El Maestro,Basketopateres,11,7,0,0,0.0,2,3,66.67,1,7,14.29,2,1,0,8,2,6,0,1
2024-25,2025-06-11,2025,6,11,Sokratis Selenis,El Maestro - Slow Motion,El Maestro,Slow Motion,2,3,0,0,0.0,0,3,0.0,1,4,25.0,0,2,0,3,1,2,0,2
2024-25,2025-06-23,2025,6,23,Sokratis Selenis,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,4,4,2,2,100.0,1,4,25.0,0,5,0.0,1,3,1,3,1,2,0,0
2024-25,2025-06-26,2025,6,26,Sokratis Selenis,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,5,0,0,0,0.0,0,0,0.0,0,1,0.0,0,2,0,4,0,4,0,1
2025-26,2025-09-24,2025,9,24,Sokratis Selenis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,0
2025-26,2025-09-30,2025,9,30,Sokratis Selenis,Αεροδρομιακος - El Maestro,El Maestro,Aerodromiakos,2,2,0,0,0.0,1,1,100.0,0,1,0.0,0,0,0,2,0,2,1,0
2025-26,2025-10-06,2025,10,6,Sokratis Selenis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,1,1,1,2,50.0,0,0,0.0,0,2,0.0,0,0,0,5,1,4,2,3
2025-26,2025-10-13,2025,10,13,Sokratis Selenis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,8,2,2,2,100.0,0,2,0.0,0,2,0.0,3,3,0,4,2,2,0,3
2025-26,2025-10-21,2025,10,21,Sokratis Selenis,South Rebels - El Maestro,El Maestro,South Rebels,-2,0,0,0,0.0,0,1,0.0,0,2,0.0,1,0,0,0,0,0,0,2
2025-26,2025-11-03,2025,11,3,Sokratis Selenis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,9,3,0,0,0.0,0,0,0.0,1,4,25.0,0,1,0,8,2,6,0,3
2025-26,2025-11-14,2025,11,14,Sokratis Selenis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,10,5,0,0,0.0,1,3,33.33,1,2,50.0,1,2,0,6,4,2,1,1
2025-26,2025-11-20,2025,11,20,Sokratis Selenis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,4,5,0,0,0.0,1,4,25.0,1,3,33.33,0,1,0,3,2,1,0,2
2025-26,2025-12-08,2025,12,8,Sokratis Selenis,El Maestro - Proteas Dads,El Maestro,Proteas Dads,3,2,0,0,0.0,1,3,33.33,0,1,0.0,0,1,0,3,0,3,0,0
2025-26,2025-12-15,2025,12,15,Sokratis Selenis,Clicka BC - El Maestro,El Maestro,Clicka BC,13,9,1,2,50.0,4,4,100.0,0,2,0.0,2,1,0,6,1,5,2,2
2025-26,2026-01-12,2026,1,12,Sokratis Selenis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,1,3,0,0,0.0,0,1,0.0,1,3,33.33,0,0,0,2,1,1,1,2
2025-26,2026-01-23,2026,1,23,Sokratis Selenis,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,10,9,1,1,100.0,1,3,33.33,2,4,50.0,1,0,0,7,4,3,3,3
2025-26,2026-02-10,2026,2,10,Sokratis Selenis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,15,4,0,0,0.0,2,3,66.67,0,2,0.0,2,1,0,11,3,8,0,3
2025-26,2026-02-26,2026,2,26,Sokratis Selenis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,7,5,0,0,0.0,1,1,100.0,1,3,33.33,0,0,0,7,2,5,3,4
2024-25,2024-10-01,2024,10,1,Spuros Tola,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,0,0,0,0,0.0,0,1,0.0,0,2,0.0,2,1,0,2,0,2,2,2
2024-25,2024-10-07,2024,10,7,Spuros Tola,El Maestro - Heart Brokers,El Maestro,Heart Brokers,11,13,3,4,75.0,2,4,50.0,2,6,33.33,1,1,1,4,1,3,2,2
2024-25,2024-10-15,2024,10,15,Spuros Tola,Basketopateres - El Maestro,El Maestro,Basketopateres,24,17,0,0,0.0,4,5,80.0,3,7,42.86,3,2,0,7,3,4,0,1
2024-25,2024-10-29,2024,10,29,Spuros Tola,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,3,11,2,5,40.0,3,6,50.0,1,5,20.0,0,1,1,4,0,4,4,0
2024-25,2024-11-04,2024,11,4,Spuros Tola,El Maestro - Slow Motion,El Maestro,Slow Motion,14,13,0,1,0.0,2,5,40.0,3,6,50.0,2,1,0,5,2,3,0,1
2024-25,2024-11-12,2024,11,12,Spuros Tola,Heart Brokers - El Maestro,El Maestro,Heart Brokers,14,18,10,17,58.82,4,5,80.0,0,4,0.0,0,2,0,9,0,9,3,3
2024-25,2024-11-22,2024,11,22,Spuros Tola,El Maestro - South Rebels,El Maestro,South Rebels,19,24,2,6,33.33,8,10,80.0,2,9,22.22,1,1,1,9,5,4,4,0
2024-25,2024-11-25,2024,11,25,Spuros Tola,El Maestro - Beertouozoi,El Maestro,Beertouozoi,-3,3,0,4,0.0,0,3,0.0,1,8,12.5,2,1,0,8,2,6,3,1
2024-25,2024-12-04,2024,12,4,Spuros Tola,Saronics BC - El Maestro,El Maestro,Saronics BC,6,16,0,5,0.0,5,9,55.56,2,6,33.33,0,1,0,4,0,4,2,3
2024-25,2024-12-12,2024,12,12,Spuros Tola,Basketopateres - El Maestro,El Maestro,Basketopateres,-3,2,0,0,0.0,1,3,33.33,0,4,0.0,2,0,0,5,0,5,6,2
2024-25,2024-12-20,2024,12,20,Spuros Tola,El Maestro - Nos,El Maestro,Nos Fathers,14,22,1,2,50.0,6,10,60.0,3,10,30.0,1,0,0,8,4,4,5,2
2024-25,2025-01-20,2025,1,20,Spuros Tola,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,14,7,1,3,33.33,3,7,42.86,0,5,0.0,5,3,0,11,6,5,1,4
2024-25,2025-01-29,2025,1,29,Spuros Tola,El Maestro - 1Support,El Maestro,1Support,12,16,4,5,80.0,6,10,60.0,0,6,0.0,2,0,0,6,2,4,1,4
2024-25,2025-02-05,2025,2,5,Spuros Tola,Beertouozoi - El Maestro,El Maestro,Beertouozoi,7,17,4,10,40.0,2,6,33.33,3,9,33.33,2,3,0,4,0,4,3,1
2024-25,2025-02-12,2025,2,12,Spuros Tola,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,12,12,0,0,0.0,3,5,60.0,2,7,28.57,4,2,0,4,0,4,3,0
2024-25,2025-02-18,2025,2,18,Spuros Tola,Voula Vikings - El Maestro,El Maestro,Voula Vikings,3,9,1,2,50.0,4,10,40.0,0,5,0.0,0,2,0,6,3,3,2,3
2024-25,2025-03-06,2025,3,6,Spuros Tola,Saronics BC - El Maestro,El Maestro,Saronics BC,11,10,3,6,50.0,2,4,50.0,1,4,25.0,3,3,0,4,1,3,1,1
